Area,Line,Date,TrapName,TrapChecked,Triggered,Set,Species,Sex,Age,PestID,Bait,Comments,SampleID,SampleCondition,Latitude,Longitude,TrapType,TimeTaken,Username,FirstName
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 001,Y,N,Y,,,,,Egg,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 002,Y,N,Y,,,,,Egg,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 003,Y,Y,Y,Rabbit,,,PestID: 2906,Egg,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 004,Y,N,Y,,,,,Egg,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 005,Y,N,Y,,,,,Egg,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 006,Y,N,Y,,,,,Egg,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 007,Y,Y,Y,Rat,,,PestID: 2907,Egg,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 008,Y,Y,Y,Rat,,,PestID: 2908,Egg,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 009,Y,N,Y,,,,,Egg,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 010,Y,N,Y,,,,,Egg,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 011,Y,N,Y,,,,,Egg,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 012,Y,N,Y,,,,,Egg,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 013,Y,N,Y,,,,,Egg,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 014,Y,N,Y,,,,,Egg,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 015,Y,N,Y,,,,,Egg,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 015A,Y,N,Y,,,,,Egg,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 016,Y,N,Y,,,,,Egg,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 017,Y,N,Y,,,,,Egg,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 018,Y,N,Y,,,,,Egg,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 019,Y,N,Y,,,,,Egg,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 020,Y,N,Y,,,,,Egg,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 021,Y,N,Y,,,,,Egg,,,,-36.70867008,175.4987343,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 022,Y,N,Y,,,,,Egg,,,,-36.70795351,175.50012,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 023,Y,N,Y,,,,,Egg,,,,-36.70751338,175.5016383,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 024,Y,N,Y,,,,,Egg,,,,-36.70643572,175.5022497,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-8-2012,FLAY 025,Y,N,Y,,,,,Egg,,,,-36.7053936,175.5028739,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 001,Y,Y,Y,Rat,,,PestID: 2917,Rabbit,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 002,Y,N,Y,,,,,Rabbit,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 003,Y,N,Y,,,,,Rabbit,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 004,Y,Y,Y,Stoat,,,PestID: 2918,Rabbit,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 005,Y,N,Y,,,,,Rabbit,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 006,Y,N,Y,,,,,Rabbit,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 007,Y,N,Y,,,,,Rabbit,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 008,Y,N,Y,,,,,Rabbit,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 009,Y,Y,Y,Rat,,,PestID: 2919,Rabbit,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 010,Y,N,Y,,,,,Rabbit,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 011,Y,N,Y,,,,,Rabbit,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 012,Y,N,Y,,,,,Rabbit,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 013,Y,N,Y,,,,,Rabbit,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 014,Y,N,Y,,,,,Rabbit,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 015,Y,N,Y,,,,,Rabbit,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 015A,Y,N,Y,,,,,Rabbit,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 016,Y,N,Y,,,,,Rabbit,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 017,Y,N,Y,,,,,Rabbit,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 018,Y,N,Y,,,,,Rabbit,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 019,Y,N,Y,,,,,Rabbit,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 020,Y,N,Y,,,,,Rabbit,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 021,Y,N,Y,,,,,Rabbit,,,,-36.70867008,175.4987343,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 022,Y,N,Y,,,,,Rabbit,,,,-36.70795351,175.50012,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 023,Y,N,Y,,,,,Rabbit,,,,-36.70751338,175.5016383,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 024,Y,N,Y,,,,,Rabbit,,,,-36.70643572,175.5022497,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,22-9-2012,FLAY 025,Y,N,Y,,,,,Rabbit,,,,-36.7053936,175.5028739,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 001,Y,N,Y,,,,,Egg,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 002,Y,N,Y,,,,,Egg,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 003,Y,Y,Y,Rat,,,PestID: 2937,Egg,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 004,Y,N,Y,,,,,Egg,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 005,Y,N,Y,,,,,Egg,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 006,Y,N,Y,,,,,Egg,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 007,Y,N,Y,,,,,Egg,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 008,Y,Y,Y,Rat,,,PestID: 2938,Egg,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 009,Y,N,Y,,,,,Egg,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 010,Y,Y,Y,Stoat,,,PestID: 2939,Egg,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 011,Y,N,Y,,,,,Egg,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 012,Y,N,Y,,,,,Egg,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 013,Y,N,Y,,,,,Egg,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 014,Y,N,Y,,,,,Egg,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 015,Y,N,Y,,,,,Egg,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 015A,Y,N,Y,,,,,Egg,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 016,Y,Y,Y,Rat,,,PestID: 2940,Egg,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 017,Y,Y,Y,Rat,,,PestID: 2941,Egg,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 018,Y,N,Y,,,,,Egg,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 019,Y,N,Y,,,,,Egg,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 020,Y,Y,Y,Rat,,,PestID: 2942,Egg,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 021,Y,N,Y,,,,,Egg,,,,-36.70867008,175.4987343,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 022,Y,Y,Y,Rat,,,PestID: 2943,Egg,,,,-36.70795351,175.50012,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 023,Y,N,Y,,,,,Egg,,,,-36.70751338,175.5016383,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 024,Y,N,Y,,,,,Egg,,,,-36.70643572,175.5022497,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,21-10-2012,FLAY 025,Y,N,Y,,,,,Egg,,,,-36.7053936,175.5028739,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 001,Y,N,Y,,,,,Egg,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 002,Y,N,Y,,,,,Egg,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 003,Y,N,Y,,,,,Egg,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 004,Y,N,Y,,,,,Egg,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 005,Y,N,Y,,,,,Egg,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 006,Y,N,Y,,,,,Egg,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 007,Y,N,Y,,,,,Egg,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 008,Y,N,Y,,,,,Egg,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 009,Y,Y,Y,Stoat,,,PestID: 2983,Egg,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 010,Y,N,Y,,,,,Egg,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 011,Y,N,Y,,,,,Egg,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 012,Y,N,Y,,,,,Egg,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 013,Y,N,Y,,,,,Egg,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 014,Y,N,Y,,,,,Egg,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 015,Y,N,Y,,,,,Egg,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 015A,Y,N,Y,,,,,Egg,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 016,Y,Y,Y,Stoat,,,PestID: 2984,Egg,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 017,Y,N,Y,,,,,Egg,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 018,Y,N,Y,,,,,Egg,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 019,Y,N,Y,,,,,Egg,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 020,Y,N,Y,,,,,Egg,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 021,Y,N,Y,,,,,Egg,,,,-36.70867008,175.4987343,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 022,Y,N,Y,,,,,Egg,,,,-36.70795351,175.50012,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 023,Y,N,Y,,,,,Egg,,,,-36.70751338,175.5016383,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 024,Y,N,Y,,,,,Egg,,,,-36.70643572,175.5022497,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,28-11-2012,FLAY 025,Y,N,Y,,,,,Egg,,,,-36.7053936,175.5028739,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 001,Y,Y,Y,Bird,,,PestID: 2990,Egg,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 002,Y,N,Y,,,,,Egg,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 003,Y,N,Y,,,,,Egg,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 004,Y,N,Y,,,,,Egg,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 005,Y,N,Y,,,,,Egg,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 006,Y,N,Y,,,,,Egg,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 007,Y,N,Y,,,,,Egg,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 008,Y,N,Y,,,,,Egg,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 009,Y,N,Y,,,,,Egg,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 010,Y,N,Y,,,,,Egg,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 011,Y,N,Y,,,,,Egg,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 012,Y,N,Y,,,,,Egg,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 013,Y,N,Y,,,,,Egg,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 014,Y,N,Y,,,,,Egg,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 015,Y,N,Y,,,,,Egg,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 015A,Y,N,Y,,,,,Egg,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 016,Y,Y,Y,Rat,,,PestID: 2991,Egg,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 017,Y,N,Y,,,,,Egg,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 018,Y,N,Y,,,,,Egg,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 019,Y,N,Y,,,,,Egg,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 020,Y,N,Y,,,,,Egg,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 021,Y,N,Y,,,,,Egg,,,,-36.70867008,175.4987343,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 022,Y,N,Y,,,,,Egg,,,,-36.70795351,175.50012,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 023,Y,N,Y,,,,,Egg,,,,-36.70751338,175.5016383,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 024,Y,N,Y,,,,,Egg,,,,-36.70643572,175.5022497,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,12-12-2012,FLAY 025,Y,N,Y,,,,,Egg,,,,-36.7053936,175.5028739,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 001,Y,Y,Y,Rat,,,PestID: 3025,Egg,,,,-36.73320727,175.4991931,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 002,Y,Y,Y,Rat,,,PestID: 3026,Egg,,,,-36.73228526,175.498511,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 003,Y,Y,Y,Rat,,,PestID: 3027,Egg,,,,-36.73127088,175.4971312,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 004,Y,Y,Y,Stoat,,,PestID: 3028,Egg,,,,-36.7299975,175.4952498,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 005,Y,Y,Y,Stoat,,,PestID: 3029,Egg,,,,-36.72849421,175.4959477,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 006,Y,N,Y,,,,,Egg,,,,-36.72725846,175.4959714,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 007,Y,N,Y,,,,,Egg,,,,-36.72587855,175.4964045,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 008,Y,N,Y,,,,,Egg,,,,-36.72438037,175.4968672,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 009,Y,N,Y,,,,,Egg,,,,-36.72282502,175.4990636,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 010,Y,N,Y,,,,,Egg,,,,-36.72165642,175.4997056,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 011,Y,N,Y,,,,,Egg,,,,-36.72016544,175.4998657,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 012,Y,N,Y,,,,,Egg,,,,-36.71805622,175.4998591,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 013,Y,N,Y,,,,,Egg,,,,-36.71704788,175.5009881,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 014,Y,N,Y,,,,,Egg,,,,-36.71567861,175.500548,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 015,Y,N,Y,,,,,Egg,,,,-36.71451478,175.4997907,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 015A,Y,N,Y,,,,,Egg,,,,-36.71374499,175.4991478,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 016,Y,N,Y,,,,,Egg,,,,-36.71270848,175.4987531,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 017,Y,N,Y,,,,,Egg,,,,-36.71180106,175.4986204,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 018,Y,N,Y,,,,,Egg,,,,-36.71165697,175.4966336,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 019,Y,N,Y,,,,,Egg,,,,-36.71056766,175.4969648,DOC200SS,Unspecified,Na1,Natalie+Kids
MEG Coro Kiwi Project,FLAY,30-1-2013,FLAY 020,Y,N,Y,,,,,Egg,,,,-36.7095102,175.4982711,DOC200SS,Unspecified,Na1,Natalie+Kids
